Albert: Ab
available: abaydall advalable advalbal avable avableue avaiable avaible availabe availble availiable availible availieble avalable avalaible avalbal avalball avaliable avalibale avalible avape avauible avbale avbel aveball avelbol aviable avible avilable avilible avtable laverble
avenue: avenew aveune
average: avarage
await: awate
awaiting: awaitin
awake: awak
awarded: awedid
aware: awear
awe: ore
awful: afful aglift aleal alfal alfall alfaul alfol alfool alfory alful alfule alfull allfall allful allfull allfulw althouge although alwafull alwful alwy arfall arful arfull aufal aufall aufel aufful aufle auful aufull aughfull aweful awefull awfal awfall awfull awlful awufl eafall ofull olfal orfal orfall orfortil orful orfull orsowl orthell ouful
awfully: aufully awfuly
awhile: awile
awkward: ackward akward aukward
ax: ask ox
babies: abays babbes babe babes babeyes babis babs baby babyes babyies babys baddys badies bady badys baybes baybis bayds bebys bobs dady
baby: baba babe
babyish: babeish
bachelor: bachler bachlor batchelor
back: bac bach bak bake beac becol bek blart brack dack dak dark daxck fut lact
backwards: backwoods backwords
bacon: backen baken
bad: bed
badge: bage
badges: bages
badly: badle badley dadley
badminton: badmington
baggage: bagage
bags: bg bogs
bake: back
bakery: backary backery
baking: bakeing
balance: balence ballance blance
balanced: ballanced
bald: bould
ball: bal boll
balloon: ballon baloon bloon
ballot: ballet
banana: bananna banna bannana
band: bande bend
bandage: bandge
bandaging: banjind
banner: baner bannar
banquet: bankquet banquete
barbed: barb
bare: bear
bared: barred
barely: barly
bargain: bargin
bargaining: baragining
barley: barly
barn: bran
barrel: barrle
base: bace bach baese bas bass basse bates beas best blas das pace pare pas pase
baseball: baceball basball
based: basen
basement: basment
bashful: basful bashfull
basic: basects bisic
basically: baiscally basicly
basin: bassin
basis: bases
bat: bate bet
bath: barth
bathe: bath
bathing: batheing bawing
baton: batton
battalion: batallion
battery: batery
battle: batle battel
be: b bee been bei by d de dy linge pe
beach: beech
bead: beed
beam: beame
bean: been ben
beans: bean
bear: bar bare
beard: beared
bearers: bearer
beast: best
beat: beet bet
beaten: beat
beating: beting
beautician: beutician
beautiful: baeatiful baeutiful baful barend barler batfl baufill bautful bauthful bautiful beabbey beacful beaflur beafter beaotiful beatefall beateful beatful beatiful beatifull beatufel beatuful beaty beatyfool beatyful beauiful beauitful beauterfull beautful beautifull beautyful bef befare befertl befulaful befull beiatiful beired beitiful beituful beiutefull beiytful belfull bellefull besthe betafull betefull betewel betfle betfol betful betfull betifoll betiful betifull betufel betuful betuiful beuefull beuful beufut beuitful beuitifiel beuitiful beuntfut beuteful beutful beutifal beutifall beutifiel beutiful beutifull beutifully beuttifull bfle bieytful bifull birfull birutful biutefell biutiful boatyful boetiful bofl bootf boots borol boterfull botfl botfol botfoll botifel bott boutfle boutyfull breatful bretfoll breuf brihifull bruteful brutiful btitfal buathefllue bueatiful bueatyful buedfall buefle bueful bueiful bueiteful bueityful buetiful buetifur bufer bufinle bufle buflle buiteeful buitef buiteful buitefull buitfoll buitful buitfull buitiful buitifull bulful bulifut bultlyfull buretiful burfteful burtefull butaful butarfel butefl butefole buteful butefull buteiful buterful butfle butfll butful butfull butifel butifely butifill butiful butifull butlek buttd buttful buttle buttlfule butufal butyful buutivol byetifer dartth dearbul deauitful derert doine dotfal dotifol dotirol dratil dthering dufleerth duteful hahlhelf peoterd petfi pirlf pont potefl ptafil puteyful putfull
beauty: beuty bueaty
became: becam becaume
becomes: become
becoming: becomeing
bed: bad birb dede
bedroom: bedroon
bee: be
beech: beach
beef: beaf
been: abe be bean beee bein being ben bend bene bent bin dan din
beet: beat
beg: back bag bage bagk baic bak bal bark baroc bath bay bec becg bed bege begg begr ben berg berp bet bgn big bol bot brd bug dak ded deg degi dong lthoh magg meg pach peg pege pogl
began: begain begane begun
beggar: begger
begged: beged
begin: begen beggin begine
begins: begines
begun: began begen begon
behaviour: behave behaver behavor
being: be beeing been bi bieing bieng
belief: balhot becirf bedneth beilief beive beleaf beleave belef belefe belefer beleif beleive beleve belever belf belft beliefe believe belif belife belifer belive belives belneih belve beneafe beneeth benef beneth beneve benfe benith best beuth bielife bilifaf blef blefe buagh buesf dearen deleres derief dlif pelef releaf releafl rellferll vinfihe
believe: beleive belief belive
believed: beleived
bell: ball
belligerent: beligerant
belong: belog blong
below: belowe blow
belt: ba balt bat bate batelt beat bellt belte belts bet beted betle betr betw bilt bime bite blat bleat blit blot boad bont boot bout bowt darde deant delt dlt dolt hld left pat pelle
belts: bea bes
bend: band
beneath: barine beaneath beaneth beanth beinth belang beliut beminy benarth benath beneafe beneat beneave bened beneeth benef benet beneth benethe benfer benghts benife benight benith benithe benitthe besth beunf binef bmos bnef deaine dnef mufed
benediction: bendecition
beneficent: beneficient
beneficial: beinafiencal bemeficial benaficial bencifial benecifial benefactor benefecial benefial benefical benefically beneficent benefician beneficicel beneficient beneficl benefictal benefitical benefitual beneificial benesficl benffical benficarl benficial benfishil beni benieficial benifecal benifecial benifficial benifial benifical benificatle benificcil benifichial benificial benificient benifisheal benifistal bennificial bennyfishaly bentifical bienfical binificial feneficial penafishal penefical tempararily
benefit: benifit binefit
benefits: bef benefites benifits
bent: bant
bereavement: bereivement
berets: berrets
berries: berres berrys
beside: bese besid
besides: becides beside besids
best: bass bast be beast beat bes besd besh bess bet bets bettes bist bister biwes dest mest
bet: bat beat
better: bet beter
beyond: beond beyons
bible: bibble bibel
bickering: bickere
bicycle: basical biccal bicechely bicecicle bicecyle bicicle bicicly bickckle bickcle bickle bickly biclyce biclye bicycal bicycel bicycles bicyclle bicyely bicykle bicyl bicylce bicyle bikecule bikesclele bircyls biscan bisck biscycle bisycal bisycle biycicle biycile biycle biycyle buycicle bybicle byc byci bycicle bycicyle bycile bycle bycles bycly bycycle bycycles bycyle bylcial byscle bysical bysycle
bicycles: bycicles
bid: bed
big: beg bog dig
bigger: biger
biggest: big biges biges't bigest biget
bill: bell bil
bingley: bingly
biology: biolagy
bird: brid
birds: brids
birth: berth
birthday: brithday
biscuit: biscut bisket
biscuits: balscets beciskes becuits bekis bescet beuscutes bicels bicites bicits bickes bicket bickets bickit bickits bicsects bicsets bicsiuts bicsnits bicters bictiats bicts bictuts bicuit bicuites bicuits bicust bicut bicutes bicuths bicuts biess bikugut biscat biscats biscaut bisces biscets biscists biscit biscites biscits bisciut bisciuts bisckets biscui biscuit biscuites biscults biscusti biscut biscute biscutes biscuts bisets bisint bisket biskets biskits bisquit bissciuts bisskets bistat bisuit bisuits bisunsh bisuts biuest biuscute biutes buicuit buicutes buiscit buiscuit buiscut buiscuts buisit buisket buscit busciuts buscuits dickuts dicuits disgis diskits plums
bishop: bishope
bit: bite pit
bitch: bich
bitchy: bitchey
bite: bit
black: blak
blackcurrants: blackcurrents
blackened: blackend
blame: blam
blank: blak
blaze: blase
blazers: blasers
bleed: blead bled
blew: blow blue
blink: blnk
blizzard: blizard
block: blak blok
blocked: bloked
blond: blonde
blood: blod blud
bloody: blody bludy
blossom: blosom bloson blossem
blot: blat
blouse: boludes
blow: blo plow
blowing: bloing
blue: bleu bleue blew blow bluw bule bwe dleu lao
bluff: bluf
board: bord
boarder: border
boarders: borders
boat: bot
body: boddy bode p
boisterous: boystrust
bolsters: boulsters
bomb: bambe baumb bom bombe bome bomm bonod book boom bown
bombarding: boma
bombs: bomes boms
bond: bound
bonded: bonding
bone: bon bowen
bonnet: bonet
bonus: bonas
book: boak books
booklet: boklet booklit
books: book bookes
bookstand: booksand
boomerangs: boomaranges
border: boarder bourder
bore: boar board boor
bored: Bored bawd boar board boarded boared bode boled boored bord borde borded boring borred bourd boured post
boring: boaring borring
born: borne bron
borrow: barrow brow
borrower: borrowr
boss: bose
bossed: bosed
bossing: bosing
bossy: bosy
botanical: battanigal tanacal
both: bothe buth
bother: barther borther
bottle: botle bottel
bottles: battels
bottom: botem botom botome bottem botton
bought: boght bout brought
bound: bond
boundary: boundry
bounds: bound
bouquet: boquet
bourgeoisie: bourgoisie
bowl: bole
box: bax
boxes: boxs
boy: bay
boys: boy boyes
braid: brad brade
brain: bain bran brin
brainier: brianer
brake: brak brakke break
branch: brach branck
branches: brances branchs
branching: braching
brand: bran brend
brass: bras
brave: brav
bread: brad brade bred
breadth: breath
break: brack brak brake breach breack brock
break-times: breaktimes
breakfast: breafast breakfest brekfast
breaking: bracking braking p
breast: brest
breath: brath breathe breth
breathe: bauth beath beathe beith berath bereth berth bief breah brealth breate breath breave breeth brefe breth brethe breve brif brith brivf greve grive threath trealh treath
breeze: breaze brezze
brethren: bretheren
brick: brak brik
bricks: brick
brief: breaf breif brieff brif
bright: brit brite
brilliant: brillant
bring: berng bing
britain: britian
britannia: britania
brittle: bittle
broad: broard brod brode
broadcast: bradcast
broadcasting: bradcasting
broke: brock brok broken
broken: brocken brokern brooken
brook: brock
brooks: brookes
broom: brom
brother: brouther
brought: bought broght brort brot brough brougth bught
brown: bron broun
bruise: bruse
brush: bruch bush
bubble: buble
buck: bouk
bucket: buket
bud: bod but
bug: big
buggy: bugy
build: bellar bild biuld
building: belding bilding billding biulding bleing builing bulding bulidung bumng
buildings: bildings building bul
built: bealt bellet bente bilt bilte biult blite bluld build buildt buled bulsting bult
